,Account,Balance Date,Transaction Value,Balance
54,11438427,2023-01-31,0.0,484.08
55,11463412,2023-01-31,0.0,342.53
56,11475827,2023-01-31,0.0,363.88
57,11522216,2023-01-31,0.0,590.37
58,11662506,2023-01-31,0.0,573.89
59,11694020,2023-01-31,0.0,379.2
60,11717885,2023-01-31,0.0,6.06
61,11728970,2023-01-31,0.0,711.65
62,11736814,2023-01-31,0.0,381.51
63,11744491,2023-01-31,0.0,105.92
64,11764022,2023-01-31,0.0,286.66
65,11778031,2023-01-31,0.0,514.7
66,11790056,2023-01-31,0.0,49.7
67,11804173,2023-01-31,0.0,353.62
68,11826060,2023-01-31,0.0,782.13
69,11831265,2023-01-31,0.0,292.14
70,11836917,2023-01-31,0.0,650.14
71,11846043,2023-01-31,0.0,915.59
72,11882775,2023-01-31,0.0,299.41
73,11910409,2023-01-31,0.0,241.22
74,11928523,2023-01-31,0.0,818.51
75,12035637,2023-01-31,0.0,461.35
76,12042151,2023-01-31,0.0,336.44
77,12088180,2023-01-31,0.0,656.51
78,12099406,2023-01-31,0.0,681.11
79,12111805,2023-01-31,0.0,890.99
80,12172627,2023-01-31,0.0,550.41
81,12185627,2023-01-31,0.0,873.23
82,12198380,2023-01-31,0.0,445.46
83,12199229,2023-01-31,0.0,804.0
84,12233762,2023-01-31,0.0,386.05
85,12240007,2023-01-31,0.0,894.48
86,12241820,2023-01-31,0.0,207.29
87,12388837,2023-01-31,0.0,463.31
88,12420291,2023-01-31,0.0,578.47
89,12423613,2023-01-31,0.0,459.18
90,12440230,2023-01-31,0.0,842.67
91,12493067,2023-01-31,0.0,404.61
92,12494185,2023-01-31,0.0,762.16
93,12499656,2023-01-31,0.0,96.27
94,12560453,2023-01-31,0.0,85.03
95,12583269,2023-01-31,0.0,910.46
96,12666385,2023-01-31,0.0,554.24
97,12680102,2023-01-31,0.0,674.64
98,12725274,2023-01-31,0.0,26.19
99,12859818,2023-01-31,0.0,151.06
100,12899540,2023-01-31,0.0,957.2
101,12964138,2023-01-31,0.0,557.04
102,12985543,2023-01-31,0.0,402.94
103,13058003,2023-01-31,0.0,218.0
104,13076932,2023-01-31,0.0,419.47
105,13117442,2023-01-31,0.0,799.69
106,13167285,2023-01-31,0.0,301.93
107,13176075,2023-01-31,0.0,67.3
108,13182613,2023-01-31,0.0,384.42
109,13197335,2023-01-31,0.0,625.71
110,13267945,2023-01-31,0.0,299.77
111,13274987,2023-01-31,0.0,902.06
112,13277127,2023-01-31,0.0,793.22
113,13322659,2023-01-31,0.0,690.27
114,13388069,2023-01-31,0.0,13.45
115,13426667,2023-01-31,0.0,70.47
116,13459523,2023-01-31,0.0,814.31
117,13474543,2023-01-31,0.0,438.36
118,13537427,2023-01-31,0.0,556.98
119,13551717,2023-01-31,0.0,26.95
120,13558846,2023-01-31,0.0,598.45
121,13563384,2023-01-31,0.0,952.65
122,13584908,2023-01-31,0.0,162.0
123,13610259,2023-01-31,0.0,587.73
124,13687711,2023-01-31,0.0,757.76
125,13713704,2023-01-31,0.0,1.48
126,13788234,2023-01-31,0.0,302.78
127,13945841,2023-01-31,0.0,339.81
128,13965360,2023-01-31,0.0,299.46
129,13997603,2023-01-31,0.0,516.79
130,14000447,2023-01-31,0.0,443.94
131,14014401,2023-01-31,0.0,554.46
132,14039438,2023-01-31,0.0,94.52
133,14045416,2023-01-31,0.0,265.63
134,14052052,2023-01-31,0.0,915.74
135,14086187,2023-01-31,0.0,340.59
136,14103210,2023-01-31,0.0,369.01
137,14136082,2023-01-31,0.0,219.84
138,14144267,2023-01-31,0.0,97.69
139,14183437,2023-01-31,0.0,779.47
140,14253152,2023-01-31,0.0,43.85
141,14337606,2023-01-31,0.0,561.8
142,14355869,2023-01-31,0.0,329.16
143,14397662,2023-01-31,0.0,363.51
144,14421453,2023-01-31,0.0,813.76
145,14448009,2023-01-31,0.0,958.46
146,14505806,2023-01-31,0.0,689.25
147,14564252,2023-01-31,0.0,263.39
148,14592080,2023-01-31,0.0,245.22
149,14594928,2023-01-31,0.0,470.64
150,14600288,2023-01-31,0.0,622.77
151,14648004,2023-01-31,0.0,236.67
152,14685853,2023-01-31,0.0,45.2
153,14723713,2023-01-31,0.0,378.07
154,14749214,2023-01-31,0.0,194.54
155,14780986,2023-01-31,0.0,180.2
156,14812157,2023-01-31,0.0,534.54
157,14840078,2023-01-31,0.0,584.16
158,14866733,2023-01-31,0.0,249.35
159,14897645,2023-01-31,0.0,89.0
160,14907946,2023-01-31,0.0,845.72
161,15033812,2023-01-31,0.0,504.58
162,15044055,2023-01-31,0.0,204.3
163,15052808,2023-01-31,0.0,786.05
164,15055504,2023-01-31,0.0,339.94
165,15077298,2023-01-31,0.0,507.62
166,15100785,2023-01-31,0.0,934.1
167,15163829,2023-01-31,0.0,458.6
168,15258886,2023-01-31,0.0,689.34
169,15265650,2023-01-31,0.0,147.72
170,15265700,2023-01-31,0.0,829.86
171,15290238,2023-01-31,0.0,93.23
172,15296624,2023-01-31,0.0,731.68
173,15324178,2023-01-31,0.0,833.62
174,15334737,2023-01-31,0.0,197.12
175,15377274,2023-01-31,0.0,902.14
176,15428008,2023-01-31,0.0,131.02
177,15468532,2023-01-31,0.0,819.87
178,15522788,2023-01-31,0.0,154.26
179,15529292,2023-01-31,0.0,382.95
180,15563919,2023-01-31,0.0,492.34
181,15665459,2023-01-31,0.0,68.94
182,15668160,2023-01-31,0.0,810.02
183,15732629,2023-01-31,0.0,975.81
184,15768459,2023-01-31,0.0,997.4
185,15779976,2023-01-31,0.0,129.01
186,15793232,2023-01-31,0.0,45.88
187,15796180,2023-01-31,0.0,755.58
188,15801209,2023-01-31,0.0,8.84
189,15805500,2023-01-31,0.0,230.39
190,15810455,2023-01-31,0.0,81.69
191,15826579,2023-01-31,0.0,596.77
192,15830962,2023-01-31,0.0,570.89
193,15841031,2023-01-31,0.0,579.98
194,15899774,2023-01-31,0.0,773.38
195,15914466,2023-01-31,0.0,436.62
196,15918861,2023-01-31,0.0,781.97
197,15922706,2023-01-31,0.0,478.87
198,15944303,2023-01-31,0.0,977.44
199,15960008,2023-01-31,0.0,455.42
200,15980710,2023-01-31,0.0,955.7
201,16013218,2023-01-31,0.0,322.63
202,16026987,2023-01-31,0.0,772.57
203,16030234,2023-01-31,0.0,174.55
204,16063411,2023-01-31,0.0,896.73
205,16067516,2023-01-31,0.0,494.33
206,16087504,2023-01-31,0.0,56.65
207,16093178,2023-01-31,0.0,96.62
208,16118153,2023-01-31,0.0,829.58
209,16124993,2023-01-31,0.0,148.14
210,16152779,2023-01-31,0.0,65.09
211,16157014,2023-01-31,0.0,858.73
212,16181964,2023-01-31,0.0,979.44
213,16191280,2023-01-31,0.0,825.86
214,16223952,2023-01-31,0.0,222.18
215,16229373,2023-01-31,0.0,256.89
216,16270746,2023-01-31,0.0,904.31
217,16306280,2023-01-31,0.0,921.83
218,16312979,2023-01-31,0.0,833.92
219,16334793,2023-01-31,0.0,297.75
220,16453812,2023-01-31,0.0,356.9
221,16506904,2023-01-31,0.0,602.17
222,16584745,2023-01-31,0.0,129.46
223,16628269,2023-01-31,0.0,27.11
224,16633794,2023-01-31,0.0,263.05
225,16676577,2023-01-31,0.0,407.24
226,16927652,2023-01-31,0.0,637.58
227,16977372,2023-01-31,0.0,675.5
228,16984772,2023-01-31,0.0,823.43
229,17024652,2023-01-31,0.0,918.84
230,17039422,2023-01-31,0.0,941.44
231,17051223,2023-01-31,0.0,558.16
232,17085651,2023-01-31,0.0,945.51
233,17138963,2023-01-31,0.0,131.95
234,17144855,2023-01-31,0.0,355.14
235,17191420,2023-01-31,0.0,717.28
236,17228160,2023-01-31,0.0,567.87
237,17264146,2023-01-31,0.0,345.33
238,17284705,2023-01-31,0.0,145.59
239,17301178,2023-01-31,0.0,311.47
240,17434670,2023-01-31,0.0,148.92
241,17469776,2023-01-31,0.0,443.18
242,17483941,2023-01-31,0.0,483.81
243,17533114,2023-01-31,0.0,274.53
244,17534364,2023-01-31,0.0,758.41
245,17543122,2023-01-31,0.0,681.64
246,17644586,2023-01-31,0.0,222.45
247,17648252,2023-01-31,0.0,75.02
248,17669623,2023-01-31,0.0,163.19
249,17692892,2023-01-31,0.0,457.79
250,17722231,2023-01-31,0.0,944.22
251,17749893,2023-01-31,0.0,889.45
252,17810734,2023-01-31,0.0,348.22
253,17840180,2023-01-31,0.0,557.56
254,17868317,2023-01-31,0.0,706.58
255,17881363,2023-01-31,0.0,415.27
256,17925406,2023-01-31,0.0,393.37
257,17933377,2023-01-31,0.0,189.05
258,17938672,2023-01-31,0.0,904.99
259,17939571,2023-01-31,0.0,396.93
260,17983851,2023-01-31,0.0,849.24
261,18046225,2023-01-31,0.0,205.83
262,18052851,2023-01-31,0.0,672.09
263,18095448,2023-01-31,0.0,73.28
264,18133554,2023-01-31,0.0,733.1
265,18179400,2023-01-31,0.0,768.78
266,18185362,2023-01-31,0.0,609.36
267,18198770,2023-01-31,0.0,108.23
268,18305932,2023-01-31,0.0,834.42
269,18308848,2023-01-31,0.0,570.65
270,18346988,2023-01-31,0.0,450.36
271,18348734,2023-01-31,0.0,579.93
272,18447548,2023-01-31,0.0,574.24
273,18451683,2023-01-31,0.0,501.75
274,18517970,2023-01-31,0.0,709.95
275,18563743,2023-01-31,0.0,649.46
276,18582171,2023-01-31,0.0,732.99
277,18584434,2023-01-31,0.0,877.81
278,18645136,2023-01-31,0.0,554.87
279,18685463,2023-01-31,0.0,476.02
280,18718399,2023-01-31,0.0,716.22
281,18850031,2023-01-31,0.0,191.3
282,18859451,2023-01-31,0.0,441.04
283,18899132,2023-01-31,0.0,244.46
284,18928638,2023-01-31,0.0,150.95
285,19001745,2023-01-31,0.0,507.55
286,19094015,2023-01-31,0.0,548.65
287,19154395,2023-01-31,0.0,274.06
288,19160862,2023-01-31,0.0,211.53
289,19201987,2023-01-31,0.0,624.55
290,19216744,2023-01-31,0.0,123.53
291,19220216,2023-01-31,0.0,628.89
292,19242274,2023-01-31,0.0,65.28
293,19283264,2023-01-31,0.0,301.31
294,19315124,2023-01-31,0.0,447.16
295,19317267,2023-01-31,0.0,51.87
296,19334563,2023-01-31,0.0,525.45
297,19387921,2023-01-31,0.0,927.28
298,19429964,2023-01-31,0.0,694.43
299,19432211,2023-01-31,0.0,24.19
300,19524427,2023-01-31,0.0,579.16
301,19530097,2023-01-31,0.0,960.21
302,19559937,2023-01-31,0.0,727.4
303,19574610,2023-01-31,0.0,104.29
304,19647966,2023-01-31,0.0,849.89
305,19686460,2023-01-31,0.0,416.7
306,19705767,2023-01-31,0.0,997.48
307,19789505,2023-01-31,0.0,893.9
308,19836996,2023-01-31,0.0,245.14
309,19876635,2023-01-31,0.0,883.25
310,19920990,2023-01-31,0.0,70.95
311,19931073,2023-01-31,0.0,404.96
312,19956941,2023-01-31,0.0,723.33
313,19980716,2023-01-31,0.0,432.98
314,20015298,2023-01-31,0.0,953.82
315,20067958,2023-01-31,0.0,38.05
316,20090784,2023-01-31,0.0,482.62
317,20117480,2023-01-31,0.0,70.97
318,20129535,2023-01-31,0.0,446.41
319,20176338,2023-01-31,0.0,289.57
320,20242626,2023-01-31,0.0,701.08
321,20248053,2023-01-31,0.0,565.28
322,20263437,2023-01-31,0.0,789.09
323,20280759,2023-01-31,0.0,838.7
324,20287993,2023-01-31,0.0,616.17
325,20316429,2023-01-31,0.0,697.84
326,20345467,2023-01-31,0.0,852.5
327,20369153,2023-01-31,0.0,293.78
328,20372310,2023-01-31,0.0,366.41
329,20413037,2023-01-31,0.0,235.79
330,20425065,2023-01-31,0.0,866.77
331,20464830,2023-01-31,0.0,181.25
332,20632572,2023-01-31,0.0,286.44
333,20704613,2023-01-31,0.0,71.59
334,20705548,2023-01-31,0.0,184.81
335,20720894,2023-01-31,0.0,243.42
336,20838578,2023-01-31,0.0,620.7
337,20849721,2023-01-31,0.0,740.52
338,20851460,2023-01-31,0.0,931.67
339,20878023,2023-01-31,0.0,648.19
340,20908067,2023-01-31,0.0,607.53
341,20991411,2023-01-31,0.0,572.64
342,20992354,2023-01-31,0.0,87.26
343,21001872,2023-01-31,0.0,31.76
344,21032760,2023-01-31,0.0,541.33
345,21047777,2023-01-31,0.0,699.12
346,21142911,2023-01-31,0.0,714.89
347,21293955,2023-01-31,0.0,232.88
348,21314767,2023-01-31,0.0,438.19
349,21368735,2023-01-31,0.0,281.87
350,21392412,2023-01-31,0.0,708.46
351,21464772,2023-01-31,0.0,719.8
352,21475060,2023-01-31,0.0,354.98
353,21515934,2023-01-31,0.0,543.38
354,21550631,2023-01-31,0.0,84.96
355,21558805,2023-01-31,0.0,586.63
356,21601747,2023-01-31,0.0,410.62
357,21618665,2023-01-31,0.0,291.59
358,21646418,2023-01-31,0.0,909.55
359,21655728,2023-01-31,0.0,761.31
360,21675999,2023-01-31,0.0,893.27
361,21694967,2023-01-31,0.0,90.13
362,21705004,2023-01-31,0.0,496.88
363,21711501,2023-01-31,0.0,126.63
364,21716351,2023-01-31,0.0,800.95
365,21719977,2023-01-31,0.0,758.81
366,21728352,2023-01-31,0.0,733.87
367,21749252,2023-01-31,0.0,646.27
368,21750371,2023-01-31,0.0,329.19
369,21816770,2023-01-31,0.0,693.8
370,21844169,2023-01-31,0.0,463.51
371,21844651,2023-01-31,0.0,525.16
372,21881168,2023-01-31,0.0,950.62
373,21898016,2023-01-31,0.0,117.42
374,21918195,2023-01-31,0.0,510.33
375,21966927,2023-01-31,0.0,511.1
376,22027757,2023-01-31,0.0,438.85
377,22035411,2023-01-31,0.0,9.55
378,22054113,2023-01-31,0.0,364.66
379,22063978,2023-01-31,0.0,387.01
380,22099256,2023-01-31,0.0,523.78
381,22137086,2023-01-31,0.0,410.35
382,22268314,2023-01-31,0.0,153.05
383,22292682,2023-01-31,0.0,874.32
384,22298371,2023-01-31,0.0,891.16
385,22341160,2023-01-31,0.0,61.07
386,22374612,2023-01-31,0.0,554.31
387,22391508,2023-01-31,0.0,91.32
388,22393008,2023-01-31,0.0,753.5
389,22403299,2023-01-31,0.0,702.95
390,22404690,2023-01-31,0.0,726.06
391,22412680,2023-01-31,0.0,637.99
392,22483300,2023-01-31,0.0,763.23
393,22683382,2023-01-31,0.0,987.13
394,22696687,2023-01-31,0.0,133.52
395,22730750,2023-01-31,0.0,473.56
396,22799719,2023-01-31,0.0,481.26
397,22830156,2023-01-31,0.0,596.06
398,22833010,2023-01-31,0.0,645.79
399,22846221,2023-01-31,0.0,868.2
400,22884864,2023-01-31,0.0,521.87
401,22888798,2023-01-31,0.0,326.4
402,22951653,2023-01-31,0.0,414.64
403,23030554,2023-01-31,0.0,196.97
404,23032852,2023-01-31,0.0,475.21
405,23045208,2023-01-31,0.0,359.49
406,23093541,2023-01-31,0.0,326.05
407,23124345,2023-01-31,0.0,595.61
408,23141588,2023-01-31,0.0,281.28
409,23231848,2023-01-31,0.0,27.12
410,23269253,2023-01-31,0.0,324.56
411,23271383,2023-01-31,0.0,633.3
412,23289647,2023-01-31,0.0,522.8
413,23295106,2023-01-31,0.0,340.16
414,23310842,2023-01-31,0.0,78.85
415,23321929,2023-01-31,0.0,408.3
416,23325248,2023-01-31,0.0,49.31
417,23333877,2023-01-31,0.0,648.46
418,23369902,2023-01-31,0.0,716.79
419,23415061,2023-01-31,0.0,71.2
420,23445508,2023-01-31,0.0,373.43
421,23479459,2023-01-31,0.0,176.23
422,23490922,2023-01-31,0.0,934.35
423,23498368,2023-01-31,0.0,474.93
424,23501735,2023-01-31,0.0,562.17
425,23580422,2023-01-31,0.0,716.05
426,23698615,2023-01-31,0.0,316.68
427,23736501,2023-01-31,0.0,831.27
428,23775829,2023-01-31,0.0,771.57
429,23815822,2023-01-31,0.0,835.0
430,23865100,2023-01-31,0.0,201.44
431,23920423,2023-01-31,0.0,221.15
432,23931414,2023-01-31,0.0,126.7
433,23932793,2023-01-31,0.0,962.8
434,23935849,2023-01-31,0.0,888.11
435,23942646,2023-01-31,0.0,517.93
436,23959928,2023-01-31,0.0,878.83
437,23962863,2023-01-31,0.0,307.07
438,23971753,2023-01-31,0.0,170.77
439,24010877,2023-01-31,0.0,652.95
440,24051672,2023-01-31,0.0,429.37
441,24076677,2023-01-31,0.0,494.74
442,24085667,2023-01-31,0.0,249.1
443,24113784,2023-01-31,0.0,47.67
444,24122572,2023-01-31,0.0,924.02
445,24123707,2023-01-31,0.0,327.69
446,24125563,2023-01-31,0.0,908.28
447,24149353,2023-01-31,0.0,487.27
448,24150990,2023-01-31,0.0,365.31
449,24178466,2023-01-31,0.0,330.91
450,24184530,2023-01-31,0.0,37.87
451,24198488,2023-01-31,0.0,578.35
452,24250015,2023-01-31,0.0,592.59
453,24285988,2023-01-31,0.0,783.9
454,24298516,2023-01-31,0.0,768.69
455,24299977,2023-01-31,0.0,199.33
456,24308337,2023-01-31,0.0,764.57
457,24370240,2023-01-31,0.0,608.64
458,24382889,2023-01-31,0.0,14.23
459,24406166,2023-01-31,0.0,746.97
460,24434457,2023-01-31,0.0,385.3
461,24462859,2023-01-31,0.0,646.0
462,24510213,2023-01-31,0.0,142.59
463,24513968,2023-01-31,0.0,306.35
464,24516638,2023-01-31,0.0,426.16
465,24519138,2023-01-31,0.0,58.15
466,24529850,2023-01-31,0.0,800.79
467,24531428,2023-01-31,0.0,565.21
468,24533829,2023-01-31,0.0,190.8
469,24533935,2023-01-31,0.0,808.99
470,24539679,2023-01-31,0.0,768.68
471,24577383,2023-01-31,0.0,911.96
472,24638469,2023-01-31,0.0,968.27
473,24669065,2023-01-31,0.0,574.3
474,24715803,2023-01-31,0.0,684.75
475,24725325,2023-01-31,0.0,567.17
476,24796881,2023-01-31,0.0,943.93
477,24826358,2023-01-31,0.0,923.46
478,24849103,2023-01-31,0.0,381.36
479,24859951,2023-01-31,0.0,950.69
480,24860683,2023-01-31,0.0,982.97
481,24976861,2023-01-31,0.0,982.53
482,24999129,2023-01-31,0.0,750.61
483,25004339,2023-01-31,0.0,120.44
484,25006771,2023-01-31,0.0,600.16
485,25033680,2023-01-31,0.0,639.47
486,25099734,2023-01-31,0.0,872.31
487,25110012,2023-01-31,0.0,300.03
488,25133996,2023-01-31,0.0,419.22
489,25146667,2023-01-31,0.0,534.11
490,25240031,2023-01-31,0.0,520.29
491,25269707,2023-01-31,0.0,770.38
492,25281513,2023-01-31,0.0,618.78
493,25310962,2023-01-31,0.0,376.9
494,25318205,2023-01-31,0.0,582.9
495,25406407,2023-01-31,0.0,394.05
496,25412464,2023-01-31,0.0,203.46
497,25439304,2023-01-31,0.0,890.08
498,25504032,2023-01-31,0.0,838.81
499,25510430,2023-01-31,0.0,110.66
500,25522226,2023-01-31,0.0,428.21
501,25584693,2023-01-31,0.0,793.42
502,25596483,2023-01-31,0.0,595.87
503,25628234,2023-01-31,0.0,808.37
504,25636885,2023-01-31,0.0,755.58
505,25677428,2023-01-31,0.0,307.44
506,25678043,2023-01-31,0.0,49.06
507,25698177,2023-01-31,0.0,923.38
508,25710768,2023-01-31,0.0,968.16
509,25737886,2023-01-31,0.0,410.76
510,25746852,2023-01-31,0.0,320.7
511,25768265,2023-01-31,0.0,702.22
512,25779398,2023-01-31,0.0,967.13
513,25787771,2023-01-31,0.0,494.02
514,25807378,2023-01-31,0.0,25.32
515,25893329,2023-01-31,0.0,211.58
516,25931435,2023-01-31,0.0,127.08
517,25939481,2023-01-31,0.0,502.59
518,25941557,2023-01-31,0.0,656.34
519,26008806,2023-01-31,0.0,553.23
520,26023976,2023-01-31,0.0,681.17
521,26070761,2023-01-31,0.0,641.67
522,26087369,2023-01-31,0.0,653.2
523,26101648,2023-01-31,0.0,9.84
524,26102798,2023-01-31,0.0,104.08
525,26109213,2023-01-31,0.0,698.97
526,26115121,2023-01-31,0.0,466.67
527,26118463,2023-01-31,0.0,981.0
528,26248782,2023-01-31,0.0,70.58
529,26375186,2023-01-31,0.0,804.02
530,26432558,2023-01-31,0.0,465.32
531,26506201,2023-01-31,0.0,592.7
532,26522255,2023-01-31,0.0,283.67
533,26528251,2023-01-31,0.0,539.97
534,26632358,2023-01-31,0.0,384.64
535,26643616,2023-01-31,0.0,260.1
536,26669001,2023-01-31,0.0,70.04
537,26675311,2023-01-31,0.0,989.13
538,26751921,2023-01-31,0.0,800.07
539,26791907,2023-01-31,0.0,266.27
540,26793058,2023-01-31,0.0,384.98
541,26863880,2023-01-31,0.0,818.47
542,26874415,2023-01-31,0.0,19.62
543,26884718,2023-01-31,0.0,573.65
544,26888158,2023-01-31,0.0,473.02
545,26893181,2023-01-31,0.0,957.43
546,26906533,2023-01-31,0.0,312.58
547,26907311,2023-01-31,0.0,842.69
548,26953669,2023-01-31,0.0,813.21
549,26958171,2023-01-31,0.0,837.04
550,26964507,2023-01-31,0.0,358.72
551,26979446,2023-01-31,0.0,149.65
552,26985042,2023-01-31,0.0,248.7
553,27010847,2023-01-31,0.0,272.04
554,27108454,2023-01-31,0.0,423.96
555,27117946,2023-01-31,0.0,342.03
556,27170424,2023-01-31,0.0,211.66
557,27193025,2023-01-31,0.0,187.57
558,27193470,2023-01-31,0.0,479.57
559,27203821,2023-01-31,0.0,256.57
560,27264533,2023-01-31,0.0,254.28
561,27305999,2023-01-31,0.0,17.22
562,27334998,2023-01-31,0.0,817.28
563,27356852,2023-01-31,0.0,414.82
564,27357010,2023-01-31,0.0,579.29
565,27382109,2023-01-31,0.0,174.95
566,27388260,2023-01-31,0.0,39.64
567,27389680,2023-01-31,0.0,815.68
568,27415805,2023-01-31,0.0,902.28
569,27430568,2023-01-31,0.0,450.45
570,27580272,2023-01-31,0.0,352.81
571,27582893,2023-01-31,0.0,639.21
572,27585212,2023-01-31,0.0,150.57
573,27589482,2023-01-31,0.0,494.03
574,27596004,2023-01-31,0.0,505.73
575,27600956,2023-01-31,0.0,84.39
576,27625709,2023-01-31,0.0,616.45
577,27628187,2023-01-31,0.0,344.63
578,27713909,2023-01-31,0.0,199.77
579,27806002,2023-01-31,0.0,565.08
580,27821800,2023-01-31,0.0,322.23
581,27845045,2023-01-31,0.0,136.91
582,27870202,2023-01-31,0.0,286.17
583,27985160,2023-01-31,0.0,446.21
584,28053942,2023-01-31,0.0,70.94
585,28063272,2023-01-31,0.0,252.41
586,28142099,2023-01-31,0.0,420.86
587,28222331,2023-01-31,0.0,137.74
588,28240243,2023-01-31,0.0,850.7
589,28247818,2023-01-31,0.0,150.24
590,28251857,2023-01-31,0.0,431.6
591,28254911,2023-01-31,0.0,697.78
592,28362321,2023-01-31,0.0,849.34
593,28380949,2023-01-31,0.0,937.24
594,28429440,2023-01-31,0.0,538.15
595,28548067,2023-01-31,0.0,499.29
596,28553155,2023-01-31,0.0,147.09
597,28572979,2023-01-31,0.0,156.38
598,28595197,2023-01-31,0.0,897.68
599,28606808,2023-01-31,0.0,1.71
600,28629966,2023-01-31,0.0,60.86
601,28640713,2023-01-31,0.0,204.33
602,28652960,2023-01-31,0.0,140.6
603,28659160,2023-01-31,0.0,115.6
604,28680375,2023-01-31,0.0,337.2
605,28696496,2023-01-31,0.0,150.57
606,28738041,2023-01-31,0.0,907.31
607,28743137,2023-01-31,0.0,781.13
608,28745450,2023-01-31,0.0,157.38
609,28754062,2023-01-31,0.0,16.41
610,28781155,2023-01-31,0.0,555.55
611,28811285,2023-01-31,0.0,813.63
612,28819175,2023-01-31,0.0,414.48
613,28822117,2023-01-31,0.0,204.79
614,28909144,2023-01-31,0.0,263.97
615,28911002,2023-01-31,0.0,858.06
616,28969443,2023-01-31,0.0,12.77
617,28976546,2023-01-31,0.0,454.25
618,29000698,2023-01-31,0.0,954.02
619,29017229,2023-01-31,0.0,950.07
620,29039134,2023-01-31,0.0,218.26
621,29043142,2023-01-31,0.0,210.89
622,29052260,2023-01-31,0.0,639.05
623,29061354,2023-01-31,0.0,180.47
624,29074095,2023-01-31,0.0,512.38
625,29222005,2023-01-31,0.0,0.34
626,29238925,2023-01-31,0.0,574.82
627,29288598,2023-01-31,0.0,386.76
628,29303323,2023-01-31,0.0,525.6
629,29358670,2023-01-31,0.0,874.94
630,29422349,2023-01-31,0.0,623.61
631,29464742,2023-01-31,0.0,557.11
632,29473763,2023-01-31,0.0,724.82
633,29489865,2023-01-31,0.0,854.53
634,29523226,2023-01-31,0.0,807.56
635,29527534,2023-01-31,0.0,355.57
636,29608056,2023-01-31,0.0,248.43
637,29631870,2023-01-31,0.0,694.99
638,29638033,2023-01-31,0.0,537.95
639,29639626,2023-01-31,0.0,985.7
640,29705419,2023-01-31,0.0,799.07
641,29878790,2023-01-31,0.0,360.74
642,29887258,2023-01-31,0.0,392.91
643,29920698,2023-01-31,0.0,922.07
644,29958061,2023-01-31,0.0,17.43
645,30030650,2023-01-31,0.0,414.27
646,30058030,2023-01-31,0.0,39.21
647,30093672,2023-01-31,0.0,939.77
648,30110747,2023-01-31,0.0,949.76
649,30112323,2023-01-31,0.0,519.73
650,30196319,2023-01-31,0.0,721.4
651,30227774,2023-01-31,0.0,546.85
652,30235398,2023-01-31,0.0,973.95
653,30237685,2023-01-31,0.0,751.93
654,30279114,2023-01-31,0.0,951.13
655,30312615,2023-01-31,0.0,659.36
656,30324819,2023-01-31,0.0,823.45
657,30340808,2023-01-31,0.0,895.41
658,30372316,2023-01-31,0.0,189.39
659,30374840,2023-01-31,0.0,564.42
660,30396291,2023-01-31,0.0,803.37
661,30409599,2023-01-31,0.0,117.47
662,30428666,2023-01-31,0.0,393.33
663,30484027,2023-01-31,0.0,272.71
